idade,tempo_assinatura_meses,plano_assinatura,valor_mensal,visualizacoes_mes,tempo_medio_sessao_min,contatos_suporte,avaliacao_conteudo,metodo_pagamento,dispositivo_principal
66,20,Basico,43.41,39,15,2,1.9,debito,smart_tv
19,48,Basico,31.68,68,82,3,2.5,debito,smart_tv
73,43,Premium,21.63,188,10,2,2.1,boleto,smart_tv
41,5,Premium,39.88,10,61,3,3.5,boleto,smart_tv
54,55,Basico,38.50,96,19,4,1,boleto,computer
54,20,Basico,35.89,148,154,0,3.6,debito,mobile
57,20,Premium,41.93,154,82,0,1.3,debito,computer
60,56,Premium,58.83,52,120,5,4.1,boleto,computer
68,27,Premium,27.40,122,149,4,3.8,debito,computer
57,12,Basico,47.00,81,40,1,1.4,debito,mobile
19,30,Standard,29.34,33,172,0,4.3,credito,smart_tv
60,18,Premium,56.05,131,158,1,3.5,credito,smart_tv
26,28,Standard,59.79,25,136,5,3,credito,computer
40,47,Standard,27.17,152,113,4,2.5,boleto,mobile
26,39,Premium,38.04,41,30,4,4,credito,smart_tv
21,49,Basico,32.14,179,35,4,4.3,boleto,smart_tv
56,53,Basico,51.22,45,153,1,1.7,boleto,mobile
47,21,Standard,39.90,73,72,3,1.7,boleto,computer
47,49,Premium,53.70,142,149,2,3.5,credito,smart_tv
53,24,Premium,32.17,197,77,1,3,boleto,mobile
36,20,Premium,55.53,200,18,5,2.1,credito,mobile
31,35,Basico,59.52,53,75,0,5,credito,smart_tv
34,22,Basico,25.46,184,96,4,4.2,debito,mobile
28,17,Standard,21.57,47,166,4,2.4,boleto,mobile
19,42,Basico,35.06,59,157,3,3.4,debito,computer
43,59,Premium,56.16,136,117,1,2.1,credito,smart_tv
33,29,Premium,31.41,23,33,3,1.6,boleto,smart_tv
40,40,Premium,21.12,183,80,0,4.6,boleto,mobile
47,27,Premium,31.95,199,124,1,1.3,boleto,mobile
27,9,Basico,36.14,32,137,2,4.8,boleto,smart_tv
44,32,Standard,53.60,139,21,5,2.7,credito,mobile
73,13,Basico,57.25,56,45,5,3,debito,smart_tv
44,18,Standard,51.29,71,36,0,2,credito,mobile
18,3,Premium,50.73,184,150,5,3.9,credito,smart_tv
61,49,Basico,46.96,77,28,0,4.2,boleto,computer
61,6,Standard,30.64,161,103,2,1.4,boleto,computer
45,15,Basico,38.64,122,26,1,2.1,debito,computer
64,14,Standard,20.05,145,43,3,2.4,boleto,mobile
75,26,Basico,37.73,26,85,5,2.9,debito,mobile
39,40,Premium,24.90,9,141,1,3.8,debito,smart_tv
37,31,Standard,20.97,172,50,4,2.8,credito,mobile
47,50,Standard,20.17,98,33,5,1.6,debito,computer
43,27,Standard,20.43,131,175,1,2.6,debito,computer
75,25,Premium,39.05,91,25,5,4.1,credito,smart_tv
41,22,Premium,24.21,28,166,1,4.1,debito,computer
57,41,Premium,30.99,195,77,1,4.9,credito,smart_tv
58,58,Basico,36.17,71,27,1,1.8,credito,smart_tv
34,52,Premium,53.23,2,125,5,3.1,boleto,smart_tv
43,9,Basico,36.25,145,75,5,4.3,boleto,computer
63,40,Standard,36.57,162,44,4,5,credito,mobile
27,12,Standard,56.23,114,157,3,1.3,credito,smart_tv
61,29,Premium,35.07,16,147,0,4.7,boleto,computer
66,16,Premium,54.72,97,27,5,2.9,boleto,mobile
61,51,Premium,48.44,26,94,0,1.4,debito,smart_tv
66,56,Basico,58.10,173,53,0,2,credito,computer
22,6,Standard,55.96,153,103,1,1.5,credito,mobile
61,7,Premium,35.75,53,22,1,3.8,boleto,mobile
34,6,Basico,28.07,56,109,1,3.1,debito,computer
66,38,Basico,49.58,179,41,2,1.5,credito,smart_tv
22,8,Premium,38.29,97,133,3,4.2,debito,smart_tv
73,50,Basico,25.48,25,38,3,4.7,credito,smart_tv
62,41,Standard,38.11,140,107,3,4.6,boleto,computer
48,5,Basico,51.33,102,108,1,2.1,debito,mobile
75,41,Premium,43.04,130,176,4,4.5,credito,computer
33,41,Basico,34.82,135,166,5,4.1,boleto,mobile
23,4,Premium,29.10,193,127,0,3.6,boleto,mobile
43,9,Standard,38.13,45,31,4,1.3,credito,computer
66,20,Premium,36.46,176,66,3,1.4,boleto,mobile
21,47,Basico,39.29,154,17,0,5,debito,mobile
66,46,Basico,36.32,175,51,0,5,boleto,mobile
34,50,Standard,37.35,42,83,5,4.4,credito,mobile
40,60,Basico,56.65,48,178,2,1.7,debito,smart_tv
63,38,Basico,36.47,129,173,4,1.3,credito,smart_tv
20,22,Premium,31.87,92,87,0,3.9,boleto,computer
34,52,Basico,55.20,154,25,2,1.7,boleto,computer
19,56,Basico,58.81,194,125,3,1.9,boleto,computer
33,11,Basico,29.68,26,176,1,2.6,debito,computer
66,46,Basico,42.43,57,50,2,4.1,credito,mobile
70,9,Basico,35.16,48,153,4,1,boleto,computer
31,56,Basico,47.33,131,31,3,3,debito,computer
47,59,Standard,56.04,196,114,3,3,debito,smart_tv
70,8,Basico,55.52,38,47,2,5,boleto,smart_tv
52,5,Premium,44.79,164,70,1,2.1,debito,smart_tv
74,44,Standard,57.75,195,156,4,3.1,debito,smart_tv
43,31,Premium,44.94,84,92,1,2.2,credito,smart_tv
55,1,Basico,20.24,61,167,2,4.9,credito,smart_tv
21,53,Standard,21.07,154,118,5,4.7,boleto,smart_tv
38,25,Premium,37.29,3,47,3,2.4,debito,computer
23,31,Basico,30.47,156,132,2,3.6,debito,computer
66,43,Basico,37.31,190,172,0,2.7,credito,mobile
20,26,Standard,40.15,55,170,3,1,credito,computer
68,41,Standard,34.71,99,164,4,2.6,debito,smart_tv
55,15,Basico,46.41,34,67,0,2.6,credito,computer
70,44,Basico,54.36,49,11,4,4.8,credito,computer
71,40,Premium,39.42,93,92,2,1.1,boleto,mobile
72,32,Basico,56.54,150,76,4,4,credito,smart_tv
64,19,Basico,42.47,196,124,4,2.1,credito,smart_tv
64,48,Standard,56.16,22,100,2,3.8,debito,mobile
21,26,Basico,40.37,10,157,1,2.1,boleto,smart_tv
19,23,Premium,22.12,174,162,0,2.7,debito,mobile
71,7,Standard,56.83,50,156,1,2.4,credito,smart_tv
53,33,Premium,44.01,127,61,3,1.4,credito,computer
68,28,Standard,32.74,152,67,3,1.1,credito,computer
33,7,Basico,52.17,82,171,4,3.2,credito,smart_tv
71,59,Basico,54.55,35,93,1,4.3,credito,mobile
53,37,Basico,33.25,98,177,2,1.2,credito,computer
53,1,Premium,44.44,34,150,4,4.1,credito,computer
51,46,Premium,26.64,185,178,3,2.3,debito,mobile
21,59,Premium,49.58,109,159,5,2.8,debito,smart_tv
75,57,Basico,43.70,17,163,3,4.4,debito,computer
39,56,Standard,53.59,82,158,5,2.1,credito,smart_tv
28,51,Basico,29.84,171,133,5,4.2,debito,mobile
41,2,Basico,52.15,120,102,5,2.7,boleto,computer
55,44,Premium,41.25,188,30,0,2.3,debito,computer
37,49,Basico,21.33,109,17,1,2.3,credito,smart_tv
75,46,Standard,31.99,4,157,0,1.7,debito,mobile
26,12,Standard,35.03,2,174,5,2,boleto,smart_tv
24,16,Basico,41.42,172,163,3,3.9,boleto,mobile
61,12,Premium,49.53,27,69,1,3.6,credito,mobile
32,32,Basico,28.89,108,146,0,3.3,debito,smart_tv
50,4,Standard,39.20,121,75,4,1.2,boleto,mobile
27,11,Basico,29.80,198,41,2,3.9,boleto,mobile
18,11,Standard,48.83,88,138,5,3.8,boleto,smart_tv
39,21,Standard,29.04,172,18,1,2.5,boleto,smart_tv
61,49,Standard,31.49,50,80,2,3,credito,mobile
40,32,Standard,32.05,49,137,3,5,credito,mobile
38,1,Standard,26.44,192,171,1,1.4,boleto,mobile
43,25,Basico,39.68,106,168,4,2.4,credito,mobile
26,59,Premium,58.43,165,80,5,2.6,credito,smart_tv
26,15,Standard,43.26,155,134,3,4.2,debito,mobile
57,52,Standard,38.92,43,70,2,1,boleto,smart_tv
54,29,Premium,39.11,108,94,1,2,boleto,mobile
42,4,Premium,58.36,171,165,1,3.9,boleto,smart_tv
30,35,Basico,38.65,88,99,3,4,credito,mobile
43,44,Basico,21.30,45,160,5,1.3,credito,smart_tv
52,51,Premium,40.06,42,152,0,4,credito,smart_tv
18,37,Premium,25.85,168,67,2,2.3,boleto,computer
29,4,Basico,35.69,80,149,2,1.7,debito,smart_tv
50,23,Basico,43.21,32,166,5,1.2,boleto,mobile
58,39,Standard,48.42,114,122,3,3.4,credito,computer
54,36,Basico,51.76,21,177,5,2.3,boleto,mobile
45,26,Premium,59.82,174,85,1,2.7,credito,mobile
29,37,Standard,43.77,114,173,5,4.3,boleto,computer
38,20,Standard,43.57,10,150,3,3.8,credito,smart_tv
44,16,Basico,36.40,11,66,4,2.7,credito,computer
44,42,Basico,29.74,164,72,4,1,credito,mobile
46,52,Standard,24.62,54,108,2,2.3,debito,computer
36,20,Premium,22.25,141,127,2,2.5,credito,computer
62,42,Premium,20.73,94,150,0,2.7,boleto,mobile
54,19,Basico,43.93,67,137,0,3.3,credito,computer
48,20,Basico,46.00,155,100,0,1.4,credito,mobile
35,29,Premium,32.32,161,180,5,3.6,boleto,mobile
46,33,Standard,51.21,154,110,1,3.1,debito,mobile
24,60,Standard,47.65,199,108,3,4.9,debito,computer
62,42,Basico,35.54,42,174,2,2.4,boleto,smart_tv
32,31,Standard,44.13,176,76,1,1.9,debito,smart_tv
71,5,Premium,48.28,114,158,0,1.6,debito,mobile
75,25,Premium,53.11,46,16,4,3.8,boleto,computer
34,47,Premium,21.46,191,88,5,4.4,credito,mobile
51,19,Basico,36.41,168,97,2,5,boleto,computer
52,57,Basico,35.23,36,102,4,4.6,boleto,smart_tv
21,8,Standard,31.32,174,84,2,1.2,credito,smart_tv
58,1,Standard,39.70,192,125,0,3.4,boleto,mobile
33,40,Standard,29.45,94,82,3,3.4,debito,smart_tv
48,28,Standard,41.17,90,180,3,2.5,boleto,mobile
39,36,Basico,39.10,198,63,4,1.2,credito,smart_tv
65,49,Basico,33.81,135,98,2,1.2,boleto,mobile
60,17,Premium,51.86,138,36,4,2.2,credito,computer
31,58,Premium,26.81,122,38,2,3,credito,smart_tv
37,9,Basico,41.69,26,61,2,3.5,debito,smart_tv
48,30,Basico,45.93,147,153,5,1.2,boleto,computer
40,8,Basico,22.36,68,175,4,2.4,credito,smart_tv
73,22,Premium,31.06,55,56,3,2.1,boleto,smart_tv
23,56,Premium,31.26,138,59,0,1.3,debito,mobile
24,46,Standard,36.21,125,49,1,1.5,credito,smart_tv
49,10,Standard,29.32,10,103,1,4.7,boleto,smart_tv
20,5,Premium,59.82,194,131,0,1,debito,smart_tv
32,21,Premium,38.91,17,39,2,1.2,debito,smart_tv
32,37,Standard,44.84,29,121,1,3.7,credito,smart_tv
62,51,Premium,59.27,151,158,2,4.3,credito,mobile
56,7,Standard,50.02,124,148,4,3.3,boleto,smart_tv
20,27,Premium,27.21,173,50,4,4.1,debito,mobile
36,7,Standard,59.08,165,132,0,1.9,boleto,smart_tv
22,12,Basico,23.02,122,25,0,2.1,boleto,smart_tv
56,27,Basico,37.70,68,83,0,1.2,credito,smart_tv
59,1,Basico,45.29,54,22,0,1.6,credito,computer
34,17,Basico,44.35,77,134,1,2.5,debito,mobile
65,39,Standard,29.04,33,128,2,1.2,boleto,smart_tv
31,31,Standard,50.62,134,32,5,2.5,debito,computer
49,44,Basico,33.49,142,14,3,4.1,boleto,mobile
59,21,Basico,50.80,73,93,2,4.1,debito,smart_tv
38,29,Premium,48.46,73,53,4,4.5,credito,smart_tv
22,12,Basico,39.31,84,48,2,2.7,credito,smart_tv
49,55,Basico,31.22,105,62,0,2.5,debito,computer
67,33,Basico,47.97,10,99,2,2.2,debito,computer
35,54,Basico,47.78,95,23,2,4.1,boleto,computer
36,35,Basico,39.13,102,16,4,2.6,credito,mobile
69,1,Basico,59.11,116,131,5,1.8,boleto,computer
55,1,Standard,43.45,5,125,5,3.1,debito,smart_tv
63,5,Premium,46.24,13,63,1,3.5,credito,smart_tv
40,50,Basico,46.59,3,32,5,4,debito,mobile
32,22,Basico,59.42,1,57,2,4.1,boleto,mobile
42,55,Basico,21.35,17,109,2,2.7,debito,computer
37,38,Premium,44.49,138,140,1,4.9,credito,smart_tv
38,37,Standard,35.96,116,72,1,2.8,credito,mobile
24,57,Standard,40.97,156,169,5,3.9,debito,computer
62,10,Basico,34.75,32,156,5,4.9,boleto,mobile
41,53,Basico,59.52,73,18,1,1.8,credito,mobile
27,24,Basico,26.67,182,74,3,4.1,credito,smart_tv
52,30,Standard,46.76,83,108,1,3.4,boleto,mobile
29,57,Basico,23.41,8,67,4,3.1,debito,smart_tv
37,55,Basico,55.07,184,54,3,4.1,debito,smart_tv
49,13,Premium,37.64,155,42,3,4.7,credito,computer
56,55,Basico,20.18,133,167,3,1.9,credito,smart_tv
20,39,Premium,56.04,88,133,3,2.6,debito,smart_tv
68,28,Basico,32.23,54,12,2,1,boleto,computer
59,24,Premium,59.53,89,56,0,3.3,credito,smart_tv
74,15,Standard,42.87,107,45,4,2,debito,smart_tv
72,48,Premium,41.71,62,112,1,3.5,boleto,computer
28,13,Basico,36.92,90,152,3,1.4,debito,computer
28,38,Premium,39.18,21,111,2,1.5,boleto,smart_tv
27,34,Premium,27.33,89,16,1,1.7,debito,smart_tv
29,13,Basico,41.34,84,42,4,1.3,debito,mobile
69,46,Basico,34.54,19,176,2,4.2,debito,computer
44,33,Basico,27.05,76,142,4,1.3,debito,mobile
35,5,Standard,40.46,61,153,3,1.1,credito,mobile
42,14,Standard,57.94,26,68,3,2.5,boleto,computer
38,40,Basico,44.76,45,48,0,1.4,boleto,computer
71,51,Basico,38.49,146,64,4,4.4,boleto,mobile
59,6,Basico,26.13,22,105,1,4.1,credito,smart_tv
56,49,Basico,43.50,197,71,5,3.4,credito,computer
48,17,Premium,31.99,193,69,3,3.1,boleto,computer
56,7,Premium,32.30,200,141,0,4.5,boleto,mobile
51,18,Basico,34.77,152,36,0,1.9,debito,smart_tv
67,16,Basico,50.57,79,146,2,1.7,debito,mobile
38,10,Basico,27.38,164,12,1,4.9,debito,smart_tv
42,46,Standard,55.71,151,24,4,1.9,credito,mobile
72,34,Basico,21.10,51,15,4,3.7,boleto,smart_tv
35,22,Premium,51.03,56,172,2,1.8,debito,computer
18,24,Standard,31.77,185,19,5,2.3,debito,mobile
62,33,Basico,40.85,149,95,5,1.5,credito,computer
25,19,Basico,51.80,0,83,0,1.7,credito,smart_tv
45,33,Basico,36.96,116,61,2,4.8,debito,computer
47,33,Basico,46.49,43,102,2,4.2,credito,computer
62,15,Premium,44.45,26,149,4,1.8,credito,smart_tv
55,26,Standard,31.54,39,107,0,2.1,credito,smart_tv
47,5,Basico,51.56,183,72,2,1.8,credito,mobile
65,60,Premium,30.46,188,19,3,1.1,debito,smart_tv
28,15,Standard,23.05,152,73,3,2.4,credito,computer
62,21,Premium,36.06,21,28,3,2,debito,smart_tv
46,34,Standard,32.61,50,57,0,1.9,boleto,mobile
33,40,Basico,28.27,12,12,0,3,debito,computer
69,59,Premium,43.67,21,155,0,2.8,boleto,computer
48,32,Basico,47.10,92,164,3,2.9,boleto,mobile
27,60,Standard,31.70,162,88,3,3.4,credito,smart_tv
51,43,Basico,50.07,85,102,1,1.7,credito,smart_tv
64,13,Premium,40.51,177,161,4,3.2,credito,mobile
51,26,Premium,32.05,105,32,5,2.3,boleto,smart_tv
24,48,Premium,49.21,141,175,5,1.2,credito,smart_tv
59,36,Standard,47.79,18,56,5,3.5,credito,mobile
67,51,Premium,23.54,27,55,4,2.8,boleto,smart_tv
50,24,Basico,20.67,14,115,4,4.9,boleto,computer
18,46,Standard,30.76,166,46,3,2.8,debito,computer
65,46,Basico,25.61,17,138,1,3.4,credito,mobile
74,29,Basico,52.41,114,60,2,2.4,credito,mobile
42,12,Premium,42.06,113,46,0,2.5,debito,smart_tv
22,2,Basico,28.46,99,126,3,4.7,boleto,mobile
20,10,Basico,54.07,29,89,4,4.5,credito,mobile
43,48,Standard,47.61,9,49,2,1.7,credito,smart_tv
60,33,Basico,57.29,123,10,5,3.1,boleto,computer
24,55,Premium,30.46,195,49,0,4.9,credito,mobile
38,40,Premium,51.98,12,111,3,3.4,credito,smart_tv
37,2,Premium,32.36,134,109,4,3.3,boleto,computer
41,50,Standard,30.29,97,168,2,4.4,credito,computer
44,1,Standard,47.19,124,37,0,4.1,boleto,computer
74,45,Premium,42.85,46,107,0,3.5,debito,mobile
74,30,Premium,59.40,104,79,2,2.2,boleto,computer
56,57,Premium,26.42,79,124,0,3.5,debito,mobile
37,17,Basico,26.57,33,67,2,4.2,boleto,mobile
75,4,Premium,52.64,107,115,5,2.1,boleto,mobile
56,24,Standard,49.01,47,146,3,2.9,debito,smart_tv
34,57,Standard,33.86,152,37,0,4.7,credito,smart_tv
39,26,Premium,53.14,78,111,1,2.2,boleto,mobile
57,60,Premium,48.85,103,47,1,2.3,boleto,smart_tv
64,50,Premium,48.34,34,38,0,2.5,credito,computer
74,11,Premium,39.48,81,45,4,4.2,credito,mobile
38,18,Premium,36.82,102,101,3,4.5,boleto,computer
65,12,Standard,42.18,15,130,3,1.3,credito,smart_tv
45,25,Basico,35.86,143,158,5,1.3,debito,smart_tv
59,39,Premium,29.88,105,179,3,2,credito,smart_tv
18,7,Basico,53.48,20,78,5,1.8,credito,smart_tv
60,43,Standard,41.87,140,53,2,4.7,credito,computer
68,11,Premium,49.10,68,85,4,3.1,credito,computer
73,23,Basico,53.05,115,155,0,4.4,boleto,computer
18,12,Basico,49.10,107,96,2,2.5,debito,mobile
52,58,Basico,28.54,9,112,0,2.6,credito,mobile
66,43,Basico,54.31,104,72,4,1.7,boleto,smart_tv
59,9,Premium,41.78,110,137,4,4.7,boleto,smart_tv
44,38,Premium,27.99,0,112,1,1.8,debito,mobile
56,38,Basico,35.30,190,140,0,4,boleto,computer
24,55,Basico,52.03,40,66,2,2.4,debito,mobile
24,59,Basico,49.45,101,169,4,2.2,boleto,computer
58,52,Premium,29.79,148,95,1,3.2,debito,computer
72,26,Premium,53.74,168,79,4,1,credito,smart_tv
56,49,Standard,56.92,90,103,0,2.6,credito,computer
53,32,Standard,22.33,36,64,0,4.1,credito,mobile
31,45,Basico,24.71,146,149,2,4.9,debito,computer
67,53,Premium,45.10,45,83,4,2.3,boleto,computer
72,45,Standard,47.70,119,54,3,1.5,debito,computer
43,36,Premium,22.14,190,113,3,2.2,debito,mobile
43,41,Premium,55.42,121,100,3,2.7,boleto,computer
71,27,Basico,28.33,134,138,3,4.5,boleto,computer
29,43,Basico,25.06,49,36,0,2.5,debito,mobile
18,36,Standard,40.46,107,56,3,2.3,credito,mobile
58,18,Standard,27.81,119,161,4,2.4,boleto,computer
57,21,Standard,36.79,182,157,1,2,boleto,mobile
47,54,Premium,34.17,158,26,1,2.1,boleto,mobile
18,18,Premium,51.12,9,164,5,3.9,boleto,smart_tv
47,59,Basico,57.12,133,178,4,3.9,boleto,computer
40,5,Premium,56.58,191,18,5,3.1,debito,smart_tv
75,20,Premium,32.47,186,59,3,1.8,debito,computer
52,5,Basico,29.34,145,49,2,1.8,credito,computer
39,32,Premium,56.41,38,153,4,1.4,debito,mobile
46,3,Premium,34.02,160,48,0,1.7,credito,smart_tv
41,10,Standard,27.90,27,49,5,4.7,boleto,computer
48,50,Basico,30.38,161,24,3,3.4,debito,computer
64,16,Basico,50.36,22,154,4,3.2,boleto,smart_tv
43,53,Standard,23.59,182,124,0,4,credito,smart_tv
22,25,Standard,25.03,152,149,4,1.6,boleto,computer
72,15,Standard,27.40,146,179,1,1.4,credito,mobile
25,46,Standard,37.11,126,162,5,1.1,boleto,computer
47,39,Standard,25.14,118,13,0,2.1,credito,mobile
30,14,Basico,55.17,25,137,4,4.6,debito,computer
38,22,Premium,49.98,179,101,5,3.8,debito,smart_tv
33,27,Basico,50.35,167,15,2,3,boleto,smart_tv
32,35,Standard,38.43,54,30,2,3.7,credito,smart_tv
31,50,Basico,29.23,40,118,3,3.9,credito,mobile
70,59,Premium,45.79,157,170,3,2.5,credito,mobile
19,54,Basico,33.13,53,14,5,2,boleto,mobile
64,12,Standard,28.06,48,37,4,2.7,credito,smart_tv
27,3,Standard,47.85,161,82,0,1,credito,smart_tv
24,38,Basico,47.53,0,151,1,1.8,credito,computer
47,24,Premium,38.42,69,160,1,3.8,credito,mobile
42,22,Basico,26.94,171,14,3,3.6,credito,smart_tv
42,29,Premium,21.01,133,72,4,2.1,credito,computer
74,36,Standard,43.03,141,17,4,3.3,credito,mobile
58,1,Basico,44.67,187,161,0,1,boleto,computer
48,58,Standard,53.00,62,47,3,1.1,credito,mobile
24,35,Standard,51.40,101,106,5,2.5,debito,mobile
44,32,Standard,43.31,74,151,5,4,debito,smart_tv
41,26,Premium,58.61,72,101,5,2.2,debito,computer
66,27,Premium,46.64,56,15,3,1.3,debito,mobile
29,53,Basico,25.69,9,65,4,1.8,credito,computer
31,4,Premium,57.05,44,35,3,1.6,debito,smart_tv
34,50,Standard,21.98,130,48,5,1.8,debito,mobile
43,38,Standard,48.61,77,125,2,1.9,debito,smart_tv
44,54,Premium,28.29,18,80,3,4,credito,computer
35,5,Standard,38.82,148,128,4,2.6,boleto,smart_tv
51,47,Standard,24.08,145,53,1,2.1,boleto,computer
74,51,Standard,54.61,51,179,3,4.1,credito,mobile
38,9,Basico,42.20,189,93,5,4.9,debito,mobile
64,18,Premium,22.47,173,144,0,1.1,debito,mobile
68,15,Premium,31.07,146,47,0,1.7,debito,computer
56,42,Premium,37.24,179,121,0,3.3,credito,smart_tv
66,23,Standard,24.01,70,69,5,2.7,boleto,smart_tv
32,15,Standard,57.45,15,168,3,4.6,debito,mobile
40,60,Premium,42.65,112,171,3,1.3,debito,computer
38,7,Premium,41.78,39,46,2,2.6,boleto,smart_tv
35,4,Standard,52.71,154,56,3,1,boleto,mobile
22,26,Premium,45.53,71,169,5,1.9,boleto,mobile
44,29,Basico,57.69,138,77,5,2.1,debito,smart_tv
52,37,Premium,48.94,155,119,5,2.5,debito,mobile
36,3,Premium,39.33,57,148,1,1.1,boleto,computer
45,27,Standard,46.53,106,58,3,2.7,credito,smart_tv
33,3,Standard,28.89,122,120,1,2.4,credito,computer
23,51,Standard,20.90,141,63,1,4.4,debito,computer
59,21,Basico,47.20,137,143,1,3.6,boleto,smart_tv
26,36,Standard,38.81,5,146,1,2.5,boleto,mobile
35,5,Premium,57.49,9,149,2,4.1,debito,computer
18,10,Standard,55.89,74,36,4,4.4,credito,computer
44,41,Premium,56.95,110,162,2,3.3,debito,computer
67,44,Premium,34.75,190,149,1,2.3,debito,mobile
18,60,Premium,37.33,7,38,5,4.3,credito,smart_tv
58,38,Basico,44.19,32,37,5,3.9,debito,smart_tv
41,43,Premium,32.68,173,31,4,4.3,debito,smart_tv
56,1,Premium,42.62,190,54,1,5,debito,mobile
21,18,Standard,37.09,37,129,5,1.6,boleto,smart_tv
36,15,Premium,41.56,23,38,1,4.2,debito,smart_tv
54,5,Premium,19.98,64,127,1,1.6,debito,computer
70,30,Premium,57.87,61,160,2,1.9,credito,mobile
30,58,Premium,30.44,197,25,1,2.3,debito,computer
22,18,Basico,48.80,76,168,3,2.4,debito,smart_tv
73,37,Basico,45.25,177,109,3,2,boleto,smart_tv
50,30,Basico,20.65,98,122,5,4.8,debito,computer
42,21,Standard,43.96,3,115,3,3.7,credito,smart_tv
67,16,Standard,47.72,132,104,2,2.9,boleto,mobile
33,44,Basico,56.27,154,72,2,2.5,debito,smart_tv
27,8,Basico,53.84,146,35,1,3.2,credito,mobile
46,4,Standard,52.32,78,73,2,2.4,credito,smart_tv
54,44,Premium,56.31,8,49,1,1.7,debito,mobile
62,14,Standard,44.37,57,40,3,4.2,debito,smart_tv
19,17,Premium,33.71,29,35,5,2.7,debito,computer
21,51,Premium,20.98,71,157,1,3.6,debito,computer
69,47,Standard,28.06,181,82,4,2.2,boleto,computer
72,27,Basico,34.93,7,32,5,1.4,debito,mobile
39,36,Premium,59.20,113,32,2,3,credito,smart_tv
34,3,Standard,27.45,120,40,4,1.3,credito,smart_tv
73,55,Basico,54.61,121,39,0,4.8,boleto,mobile
18,51,Basico,53.57,132,21,0,3.3,boleto,computer
64,12,Basico,29.12,22,88,3,4.6,credito,smart_tv
47,46,Basico,57.66,134,85,4,3.2,credito,mobile
74,16,Premium,47.43,52,16,4,4.3,debito,computer
39,55,Basico,57.69,145,147,2,4.2,boleto,smart_tv
65,13,Premium,22.96,38,84,2,2.5,debito,computer
35,46,Premium,55.25,73,96,0,2.1,boleto,mobile
27,50,Basico,39.22,6,116,0,1.7,boleto,computer
53,15,Standard,46.62,94,132,3,2.5,boleto,computer
23,24,Premium,28.18,143,87,5,2.7,credito,mobile
43,38,Premium,47.39,0,149,2,2.9,boleto,mobile
22,31,Standard,51.92,160,120,2,1.8,credito,smart_tv
21,55,Premium,52.88,46,103,2,4.2,debito,mobile
58,29,Standard,21.34,171,80,4,4.7,credito,computer
43,13,Basico,50.28,174,30,1,1,credito,computer
29,29,Standard,38.31,68,177,3,3.5,debito,smart_tv
72,19,Premium,51.74,34,12,2,2.5,boleto,mobile
46,7,Basico,35.24,38,69,0,3.5,boleto,smart_tv
40,19,Standard,52.84,18,178,5,4.4,boleto,computer
74,5,Premium,43.96,109,170,3,3.5,debito,computer
34,1,Standard,42.31,47,171,4,1.8,credito,mobile
49,4,Standard,22.36,63,105,3,2.9,credito,smart_tv
34,8,Basico,45.94,198,25,4,2.8,credito,mobile
38,30,Standard,44.58,87,137,3,4.9,credito,computer
20,29,Premium,44.20,53,64,3,1.3,debito,computer
29,1,Premium,45.46,4,136,1,2.2,debito,smart_tv
70,51,Standard,27.50,146,102,2,3.8,boleto,computer
68,27,Basico,45.44,71,103,0,1.7,debito,mobile
30,57,Standard,38.06,115,70,1,4.6,credito,computer
42,33,Standard,41.30,109,165,5,2.1,debito,smart_tv
44,36,Basico,46.43,199,156,0,1.5,credito,computer
28,18,Premium,44.09,194,164,1,3.5,credito,smart_tv
60,52,Standard,25.51,25,73,3,3.6,credito,smart_tv
36,6,Standard,46.36,106,10,4,4.5,boleto,smart_tv
49,20,Standard,57.81,14,136,3,4.2,credito,smart_tv
30,21,Standard,55.08,25,89,1,1.6,debito,computer
74,2,Basico,46.32,0,109,0,3,debito,smart_tv
44,27,Standard,25.48,171,19,3,3.1,boleto,computer
56,56,Premium,59.33,149,112,4,3.8,boleto,computer
64,6,Basico,51.83,33,61,2,4.9,debito,smart_tv
57,42,Standard,27.39,172,162,0,3.4,debito,computer
47,4,Standard,27.54,114,131,2,2.1,boleto,computer
74,60,Basico,38.54,56,14,1,1.7,credito,smart_tv
70,51,Premium,51.91,153,154,4,1.3,boleto,smart_tv
72,48,Standard,52.40,9,109,0,4,credito,mobile
42,7,Premium,32.14,117,47,3,3.1,credito,mobile
47,22,Premium,38.35,37,127,5,1.6,boleto,computer
51,45,Premium,24.23,16,115,5,4.5,credito,computer
60,49,Basico,27.45,14,125,3,4.1,boleto,smart_tv
45,58,Standard,31.29,82,76,1,1.1,boleto,computer
54,45,Basico,54.85,150,31,0,4.9,credito,smart_tv
19,11,Basico,44.96,152,41,1,2.6,credito,computer
67,9,Basico,32.09,145,23,0,4.3,boleto,smart_tv
